﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Població;Cens;Participació 13:00;Participació 18:00;Participació 20:00;Abstenció;Vots nuls;Vots en blanc;Vots a candidatures;Vots vàlids;PSC Vots;ERC Vots;JxCat Vots;VOX Vots;ECP-PEC Vots;CUP-G Vots;Cs Vots;PP Vots;PDeCAT Vots;RECORTES CERO-GV-M Vots;MPIC Vots;FNC Vots;PNC Vots;PCTC Vots;IZQP Vots;SOM TERRES DE L'EBRE Vots;PUM+J Vots;UEP Vots;EB Vots;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA Vots;ALIANZA C V Vots;SCAT Vots;M.C.R. Vots
17;Girona;3;Girona;2;Alt Empordà;17064;Espolla;412;323;124;215;234;89;6;1;227;228;40;59;61;10;9;28;1;3;12;1;1;0;1;0;0;;0;1;;;0;;
17;Girona;3;Girona;28;Pla de l'Estany;17065;Esponellà;463;327;122;225;231;96;4;2;225;227;6;53;107;2;8;38;0;0;7;0;3;0;1;0;0;;0;0;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25082;Espot;366;301;70;138;197;104;11;7;179;186;19;71;52;3;3;6;2;4;15;0;1;0;0;0;2;;1;;0;;;0;
8;Barcelona;2;Catalunya Central;14;Berguedà;08078;Espunyola, l';242;220;50;118;140;80;3;5;132;137;1;31;66;0;3;18;1;3;8;0;0;1;0;0;0;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08254;Esquirol, l';2186;1762;629;1083;1288;474;11;14;1263;1277;38;351;547;11;43;209;1;2;43;2;3;7;3;2;1;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25088;Estamariu;125;97;32;50;61;36;0;1;60;61;3;11;34;0;1;3;1;0;7;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;42;Moianès;08079;Estany, l';408;338;141;232;249;89;5;5;239;244;16;86;81;3;6;27;3;1;15;1;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25085;Estaràs;156;143;51;87;100;43;0;0;100;100;7;22;43;7;3;6;1;4;5;2;0;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25086;Esterri d'Àneu;804;554;125;374;391;163;14;6;371;377;30;105;144;1;13;50;5;0;17;0;1;0;0;2;0;;1;;1;;;1;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25087;Esterri de Cardós;64;53;18;25;39;14;0;1;38;39;5;5;21;0;1;5;0;0;1;0;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43055;Falset;2735;1953;649;1106;1361;592;31;9;1321;1330;175;452;374;30;35;168;23;20;28;1;4;4;0;1;;4;2;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17005;Far d'Empordà, el;602;464;111;247;277;187;6;4;267;271;30;91;81;10;8;12;6;2;18;1;0;4;0;1;0;;2;1;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25089;Farrera;108;91;29;29;58;33;0;0;58;58;3;14;15;0;3;20;0;0;3;0;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43056;Fatarella, la;926;791;219;444;507;284;17;8;482;490;31;197;113;11;6;69;9;22;21;0;1;0;0;0;;2;0;;;0;;;0
43;Tarragona;6;Camp de Tarragona;8;Baix Camp;43057;Febró, la;40;39;11;22;28;11;0;1;27;28;2;8;12;1;0;2;0;0;0;0;2;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08134;Figaró-Montmany;1142;862;254;456;519;343;9;2;508;510;76;142;132;19;30;61;14;17;11;0;2;0;1;3;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08080;Fígols;43;38;13;21;27;11;0;2;25;27;1;10;5;1;0;4;0;4;0;0;0;0;0;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25908;Fígols i Alinyà;244;218;64;106;128;90;4;1;123;124;11;32;48;7;4;15;0;1;4;1;0;0;0;0;0;;0;;0;;;0;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43058;Figuera, la;114;99;46;65;77;22;0;1;76;77;10;25;17;1;3;10;2;2;5;0;0;0;0;0;;1;0;;;0;;;0
17;Girona;3;Girona;2;Alt Empordà;17066;Figueres;47235;27329;5216;10272;12054;15275;186;88;11780;11868;2161;2385;2775;1439;488;704;565;403;619;31;20;40;55;25;8;;20;31;;;11;;
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43059;Figuerola del Camp;329;263;88;150;160;103;0;3;157;160;12;42;67;1;5;19;1;1;8;0;0;1;0;0;;0;0;;;0;;;0
17;Girona;3;Girona;20;Gironès;17067;Flaçà;1130;693;213;458;482;211;4;10;468;478;40;103;186;12;12;80;9;4;11;0;1;5;0;0;0;;1;4;;;0;;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43060;Flix;3410;2650;777;1332;1654;996;34;15;1605;1620;197;574;425;32;63;200;37;36;15;0;8;2;0;2;;10;4;;;0;;;0
25;Lleida;4;Lleida;18;Garrigues;25092;Floresta, la;140;126;52;84;96;30;1;2;93;95;5;21;37;3;1;11;2;4;6;0;0;0;1;0;0;;1;;1;;;0;
8;Barcelona;3;Girona;34;Selva;08082;Fogars de la Selva;1469;1210;300;533;587;623;6;8;573;581;132;87;124;79;50;25;37;18;3;4;4;3;2;3;2;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08081;Fogars de Montclús;475;354;124;217;244;110;1;3;240;243;10;42;123;4;10;27;2;2;17;3;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17068;Foixà;303;252;105;155;178;74;6;1;171;172;24;28;81;3;8;14;5;0;6;0;0;0;0;1;0;;0;1;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08083;Folgueroles;2265;1712;460;1135;1316;396;15;6;1295;1301;70;264;694;12;26;148;9;9;45;0;7;3;6;2;0;;;;;;;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25093;Fondarella;776;610;194;352;381;229;17;3;361;364;46;79;134;23;4;21;13;5;20;3;1;4;5;1;0;;1;;0;;;1;
8;Barcelona;2;Catalunya Central;7;Bages;08084;Fonollosa;1459;1197;317;641;743;454;7;8;728;736;79;222;223;32;17;75;15;10;45;1;3;4;2;0;0;;;;;;;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17069;Fontanals de Cerdanya;437;403;131;212;264;139;7;2;255;257;29;39;98;23;7;19;12;9;15;1;1;1;0;0;0;;1;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17070;Fontanilles;146;115;59;76;86;29;0;2;84;86;4;13;56;0;1;4;0;1;4;0;1;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;28;Pla de l'Estany;17071;Fontcoberta;1469;1131;397;743;825;306;13;10;802;812;47;246;336;17;19;77;7;6;36;0;4;3;2;1;0;;0;1;;;0;;
8;Barcelona;8;Penedès;3;Alt Penedès;08085;Font-rubí;1414;1012;331;598;644;368;7;2;635;637;55;170;210;21;18;66;9;6;76;1;2;0;1;0;0;;;;;;;;
25;Lleida;4;Lleida;23;Noguera;25094;Foradada;203;130;47;73;87;43;1;2;84;86;6;16;41;1;0;12;1;5;2;0;0;0;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;10;Baix Empordà;17902;Forallac;1695;1310;461;784;871;439;16;11;844;855;90;181;346;28;21;83;23;11;51;4;1;2;1;0;0;;1;1;;;0;;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43061;Forès;43;40;17;21;25;15;0;0;25;25;1;1;8;2;0;0;1;0;10;0;0;1;0;1;;0;0;;;0;;;0
17;Girona;3;Girona;20;Gironès;17073;Fornells de la Selva;2670;1987;614;1287;1466;521;29;9;1428;1437;133;269;627;46;35;150;30;39;65;4;6;7;12;0;0;;2;3;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17074;Fortià;787;559;179;319;357;202;12;3;342;345;49;83;95;23;13;40;10;8;15;0;1;1;2;2;0;;0;0;;;0;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08086;Franqueses del Vallès, les;20364;14251;2980;5949;7025;7226;99;70;6856;6926;1718;1586;1257;631;410;387;491;157;124;38;19;11;13;11;3;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43062;Freginals;385;264;124;164;181;83;4;5;172;177;34;33;41;10;11;11;7;13;4;0;0;0;0;1;;7;0;;;0;;;0
25;Lleida;4;Lleida;38;Urgell;25096;Fuliola, la;1250;866;191;349;472;394;9;3;460;463;42;157;176;9;2;38;5;13;13;0;1;0;3;0;0;;1;;0;;;0;
25;Lleida;4;Lleida;18;Garrigues;25097;Fulleda;102;94;32;50;60;34;3;2;55;57;4;33;8;1;0;3;3;3;0;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;7;Bages;08090;Gaià;183;138;55;90;101;37;3;0;98;98;5;32;40;0;4;7;0;0;10;0;0;0;0;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43063;Galera, la;736;531;135;236;267;264;8;0;259;259;44;67;29;33;14;22;1;11;30;0;2;0;0;0;;6;0;;;0;;;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08087;Gallifa;167;151;57;99;117;34;0;0;117;117;10;18;49;2;9;10;3;2;11;0;1;2;0;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43064;Gandesa;3096;2052;565;983;1245;807;34;7;1204;1211;117;370;263;46;39;99;24;54;173;1;1;3;1;0;;10;0;;;3;;;0
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43065;Garcia;527;382;114;231;255;127;10;3;242;245;23;76;92;8;3;24;7;4;3;0;0;1;0;0;;0;0;;;1;;;0
43;Tarragona;6;Camp de Tarragona;1;Alt Camp;43066;Garidells, els;190;164;58;99;108;56;0;2;106;108;13;53;21;4;3;9;0;3;0;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08088;Garriga, la;16668;12446;2980;6498;7502;4944;109;69;7324;7393;1080;1765;2315;295;377;795;231;155;206;34;23;23;14;10;1;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17075;Garrigàs;451;340;92;191;224;116;11;4;209;213;10;54;70;16;0;24;8;2;21;1;1;0;0;0;0;;2;0;;;0;;
17;Girona;3;Girona;10;Baix Empordà;17076;Garrigoles;167;122;53;78;90;32;2;1;87;88;4;19;27;1;10;19;1;1;2;1;0;0;0;0;0;;2;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17077;Garriguella;853;581;202;301;351;230;5;2;344;346;44;75;121;10;21;35;10;4;19;0;3;0;0;0;0;;1;0;;;1;;
8;Barcelona;1;Barcelona;11;Baix Llobregat;08089;Gavà;47057;34124;6716;14495;16794;17330;213;156;16425;16581;5555;3086;1667;1756;1174;479;1409;837;246;90;35;11;25;37;18;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25098;Gavet de la Conca;261;233;54;107;142;91;3;3;136;139;13;42;51;0;1;21;2;1;3;0;2;0;0;0;0;;0;;0;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08091;Gelida;7670;5527;1158;2397;3038;2489;37;30;2971;3001;656;796;593;173;247;223;127;63;46;15;7;5;8;10;2;;;;;;;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17078;Ger;449;379;115;221;274;105;7;1;266;267;23;59;115;3;7;32;3;6;13;0;5;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;33;Segrià;25912;Gimenells i el Pla de la Font;1120;835;239;444;536;299;9;8;519;527;98;92;85;26;18;31;16;131;17;0;1;0;0;2;0;;0;;1;;;1;
43;Tarragona;7;Terres de l'Ebre;30;Ribera d'Ebre;43067;Ginestar;764;534;222;346;388;146;11;5;372;377;31;160;108;7;12;34;1;1;13;0;1;1;0;0;;2;0;;;1;;;0
17;Girona;3;Girona;20;Gironès;17079;Girona;103369;65740;14214;31253;37878;27862;551;283;37044;37327;6193;6498;12240;2280;1628;4039;1292;902;1124;89;126;120;227;55;19;;81;116;;;15;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08092;Gironella;4946;3694;870;1884;2172;1522;38;10;2124;2134;207;562;698;54;48;222;35;36;228;8;10;5;6;5;0;;;;;;;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08093;Gisclareny;26;25;8;14;21;4;0;1;20;21;0;5;8;0;3;4;0;0;0;0;0;0;0;0;0;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;22;Montsià;43068;Godall;598;493;112;201;238;255;6;0;232;232;51;70;20;33;11;13;10;18;6;0;0;0;0;0;;0;0;;;0;;;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25099;Golmés;1855;1305;317;600;721;584;7;6;708;714;47;184;297;20;12;47;16;18;48;0;1;4;12;1;0;;0;;1;;;0;
17;Girona;3;Girona;31;Ripollès;17080;Gombrèn;192;145;37;68;87;58;0;0;87;87;7;23;26;3;1;18;3;3;2;0;0;0;0;0;0;;1;0;;;0;;
25;Lleida;2;Catalunya Central;14;Berguedà;25100;Gósol;206;187;56;108;131;56;1;1;129;130;14;42;44;2;4;15;2;0;4;0;0;1;0;1;0;;0;;0;;;0;
8;Barcelona;8;Penedès;3;Alt Penedès;08094;Granada, la;2208;1631;350;871;1018;613;14;13;991;1004;137;292;292;37;43;98;22;14;45;5;2;1;0;2;1;;;;;;;;
25;Lleida;4;Lleida;18;Garrigues;25101;Granadella, la;716;521;175;312;361;160;2;5;354;359;15;119;132;11;5;43;3;4;16;1;0;2;1;1;0;;1;;0;;;0;
8;Barcelona;2;Catalunya Central;42;Moianès;08095;Granera;77;75;30;40;54;21;0;2;52;54;4;17;20;0;0;8;0;0;3;0;0;0;0;0;0;;;;;;;;
25;Lleida;4;Lleida;33;Segrià;25102;Granja d'Escarp, la;922;628;209;349;395;233;10;6;379;385;56;97;93;15;9;3;22;13;67;0;1;0;0;2;0;;0;;1;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08096;Granollers;62419;44009;11470;21442;24181;19828;324;202;23655;23857;6227;4962;4795;1653;1400;1372;1468;830;606;114;80;29;53;41;25;;;;;;;;
25;Lleida;4;Lleida;32;Segarra;25103;Granyanella;143;131;35;61;73;58;1;3;69;72;6;22;24;3;6;7;1;0;0;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;18;Garrigues;25105;Granyena de les Garrigues;140;112;56;84;91;21;5;2;84;86;8;28;33;4;2;7;1;1;0;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;32;Segarra;25104;Granyena de Segarra;151;130;42;72;79;51;0;0;79;79;10;15;29;4;4;9;0;3;2;0;1;1;0;0;0;;0;;0;;;1;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43069;Gratallops;237;192;68;111;139;53;10;0;129;129;15;52;31;4;6;10;5;5;1;0;0;0;0;0;;0;0;;;0;;;0
8;Barcelona;1;Barcelona;41;Vallès Oriental;08097;Gualba;1548;1118;354;651;725;393;7;2;716;718;92;183;257;28;38;73;13;9;16;1;4;2;0;0;0;;;;;;;;
17;Girona;3;Girona;10;Baix Empordà;17081;Gualta;402;269;114;173;188;81;5;1;182;183;17;35;86;3;7;20;5;2;5;0;0;2;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;14;Berguedà;08099;Guardiola de Berguedà;941;762;194;403;467;295;10;2;455;457;75;117;128;13;14;69;11;3;12;2;4;2;0;3;2;;;;;;;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43070;Guiamets, els;278;247;101;167;177;70;0;0;177;177;19;57;31;2;4;48;5;5;2;3;0;0;0;0;;1;0;;;0;;;0
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17082;Guils de Cerdanya;549;466;106;215;278;188;14;3;261;264;14;45;97;19;4;27;12;11;29;0;1;1;1;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;38;Urgell;25109;Guimerà;271;208;81;122;141;67;0;3;138;141;4;36;60;4;0;5;3;4;16;0;0;0;0;6;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25903;Guingueta d'Àneu, la;289;226;53;106;159;67;0;2;157;159;9;42;52;0;2;29;2;1;18;0;0;2;0;0;0;;0;;0;;;0;
25;Lleida;4;Lleida;32;Segarra;25110;Guissona;7248;2742;624;1307;1542;1200;33;16;1493;1509;232;403;488;24;45;134;43;24;82;3;1;1;1;1;0;;5;;4;;;2;
25;Lleida;2;Catalunya Central;35;Solsonès;25111;Guixers;132;110;35;62;73;37;3;1;69;70;4;11;24;2;1;6;1;1;16;0;0;1;2;0;0;;0;;0;;;0;
8;Barcelona;2;Catalunya Central;24;Osona;08100;Gurb;2713;2111;660;1345;1547;564;8;21;1518;1539;99;298;742;31;18;148;21;31;102;3;7;7;10;0;1;;;;;;;;
43;Tarragona;7;Terres de l'Ebre;37;Terra Alta;43071;Horta de Sant Joan;1146;877;214;401;487;390;14;5;468;473;63;120;142;15;16;62;8;27;11;0;0;1;1;0;;2;0;;;0;;;0
8;Barcelona;1;Barcelona;13;Barcelonès;08101;Hospitalet de Llobregat, l';269382;173629;36395;70767;81702;91927;1150;597;79955;80552;31360;12660;5817;7729;7215;2839;6375;4281;571;620;69;74;62;154;129;;;;;;;;
8;Barcelona;8;Penedès;6;Anoia;08162;Hostalets de Pierola, els;2980;2163;511;1000;1148;1015;15;8;1125;1133;184;338;227;87;59;112;48;38;18;5;4;1;0;3;1;;;;;;;;
17;Girona;3;Girona;34;Selva;17083;Hostalric;4291;2998;713;1421;1545;1453;22;12;1511;1523;280;377;410;78;87;134;51;35;32;3;5;6;3;3;1;;0;5;;;1;;
8;Barcelona;8;Penedès;6;Anoia;08102;Igualada;40742;28984;7228;14090;16317;12667;210;156;15951;16107;2620;3593;4347;795;653;1223;577;460;1514;45;41;35;17;23;8;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25115;Isona i Conca Dellà;1042;817;224;435;528;289;12;3;513;516;67;137;231;8;5;21;5;7;28;0;1;1;0;0;0;;0;;2;;;0;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17084;Isòvol;281;248;70;118;157;91;3;1;153;154;19;31;54;6;8;12;3;1;17;0;0;0;2;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;27;Pla d'Urgell;25113;Ivars d'Urgell;1537;1116;399;638;718;398;17;16;685;701;92;251;194;12;15;47;8;14;44;1;1;0;3;1;0;;0;;2;;;0;
25;Lleida;4;Lleida;23;Noguera;25112;Ivars de Noguera;332;265;111;162;176;89;4;3;169;172;13;35;34;10;1;26;3;4;36;0;0;2;2;0;1;;1;;0;;;1;
25;Lleida;4;Lleida;32;Segarra;25114;Ivorra;108;105;48;75;83;22;1;1;81;82;0;14;51;1;3;2;1;0;8;0;0;1;0;0;0;;0;;0;;;0;
17;Girona;3;Girona;10;Baix Empordà;17085;Jafre;387;289;115;197;223;66;2;5;216;221;11;58;79;2;9;37;5;3;8;0;3;1;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17086;Jonquera, la;3320;1740;405;718;818;922;19;6;793;799;184;176;127;104;19;53;53;35;19;2;1;6;5;0;0;;4;3;;;2;;
8;Barcelona;8;Penedès;6;Anoia;08103;Jorba;833;650;133;331;381;269;6;4;371;375;40;102;111;19;13;39;16;5;21;2;0;0;3;0;0;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25910;Josa i Tuixén;103;93;20;40;61;32;1;0;60;60;3;19;23;0;6;4;0;0;2;0;0;2;0;0;0;;0;;0;;;1;
17;Girona;3;Girona;20;Gironès;17087;Juià;319;224;83;139;165;59;5;1;159;160;10;40;57;6;1;39;1;3;1;0;1;0;0;0;0;;0;0;;;0;;
25;Lleida;4;Lleida;18;Garrigues;25118;Juncosa;395;316;99;144;166;150;5;6;155;161;18;42;68;3;3;13;2;3;1;1;0;0;0;0;1;;0;;0;;;0;
25;Lleida;4;Lleida;18;Garrigues;25119;Juneda;3501;2267;669;1125;1377;890;32;17;1328;1345;136;447;415;19;21;117;23;26;115;0;3;0;0;1;0;;0;;3;;;2;
25;Lleida;5;Alt Pirineu i territori d'Aran;39;Consell General d'Aran;25121;Les;971;656;113;237;316;340;22;2;292;294;110;56;29;25;20;11;20;11;7;1;0;1;0;0;0;;0;;1;;;0;
25;Lleida;4;Lleida;27;Pla d'Urgell;25122;Linyola;2717;1934;427;894;1057;877;16;19;1022;1041;70;317;399;16;18;80;32;25;37;3;3;3;3;2;1;;3;;8;;;2;
8;Barcelona;8;Penedès;6;Anoia;08104;Llacuna, la;903;675;232;369;431;244;5;5;421;426;19;108;155;6;13;60;5;12;38;1;0;2;0;2;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17088;Lladó;844;608;165;373;406;202;10;7;389;396;24;112;135;13;26;50;3;2;16;1;0;4;0;1;0;;0;1;;;1;;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25123;Lladorre;237;195;21;61;139;56;4;2;133;135;10;41;54;3;3;13;4;0;3;2;0;0;0;0;0;;0;;0;;;0;
25;Lleida;2;Catalunya Central;35;Solsonès;25124;Lladurs;180;157;47;84;98;59;3;0;95;95;4;20;28;2;1;12;2;4;18;0;0;0;4;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08105;Llagosta, la;13587;9660;2147;3989;4634;5026;78;47;4509;4556;2035;633;232;499;338;102;382;215;25;24;2;0;2;12;8;;;;;;;;
17;Girona;3;Girona;20;Gironès;17089;Llagostera;8647;5865;1211;2544;2979;2886;39;24;2916;2940;378;695;1026;131;98;262;72;48;163;8;4;9;8;3;0;;5;6;;;0;;
17;Girona;3;Girona;20;Gironès;17090;Llambilles;713;560;180;353;411;149;1;4;406;410;28;86;215;7;7;31;9;6;11;0;0;1;4;0;0;;0;1;;;0;;
17;Girona;3;Girona;31;Ripollès;17091;Llanars;535;405;127;216;256;149;10;2;244;246;12;63;121;2;2;30;6;3;5;0;0;0;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;2;Alt Empordà;17092;Llançà;4775;3523;867;1522;1813;1710;40;21;1752;1773;297;517;510;85;56;131;48;31;29;5;2;13;7;4;0;;4;10;;;3;;
25;Lleida;4;Lleida;33;Segrià;25125;Llardecans;444;373;116;217;241;132;4;3;234;237;13;78;82;7;8;23;5;10;8;0;0;0;0;0;0;;0;;0;;;0;
25;Lleida;5;Alt Pirineu i territori d'Aran;26;Pallars Sobirà;25126;Llavorsí;346;282;69;137;190;92;2;2;186;188;20;72;46;0;2;34;2;2;6;0;1;0;0;1;0;;0;;0;;;0;
25;Lleida;4;Lleida;33;Segrià;25120;Lleida;140403;92388;20265;39765;46433;45955;724;453;45256;45709;9509;10012;9658;4134;1994;2803;2429;2572;1297;161;96;88;41;67;18;;127;;203;;;47;
17;Girona;3;Girona;2;Alt Empordà;17093;Llers;1237;935;262;501;564;371;8;7;549;556;69;145;190;19;24;45;12;8;28;1;1;2;1;1;0;;2;1;;;0;;
25;Lleida;5;Alt Pirineu i territori d'Aran;15;Cerdanya;25127;Lles de Cerdanya;270;229;62;112;144;85;5;2;137;139;8;36;51;0;7;23;0;1;8;0;2;0;0;1;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08107;Lliçà d'Amunt;15469;12188;2319;4975;5596;6592;83;47;5466;5513;1416;1299;762;559;427;288;402;181;59;40;7;4;3;14;5;;;;;;;;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08108;Lliçà de Vall;6497;5243;1581;2704;2822;2421;36;40;2746;2786;665;615;485;237;186;112;232;126;51;24;1;3;4;2;3;;;;;;;;
25;Lleida;5;Alt Pirineu i territori d'Aran;25;Pallars Jussà;25128;Llimiana;146;131;37;68;80;51;1;0;79;79;7;19;26;2;5;10;1;0;9;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;41;Vallès Oriental;08106;Llinars del Vallès;10018;7600;1926;3525;4058;3542;64;28;3966;3994;776;1100;864;257;194;284;222;103;92;26;14;11;3;10;10;;;;;;;;
17;Girona;5;Alt Pirineu i territori d'Aran;15;Cerdanya;17094;Llívia;1431;1100;263;477;616;484;22;4;590;594;68;108;230;34;20;49;27;15;31;0;0;1;3;2;0;;0;2;;;0;;
43;Tarragona;6;Camp de Tarragona;29;Priorat;43072;Lloar, el;105;91;34;59;69;22;2;2;65;67;10;26;12;5;0;7;1;3;1;0;0;0;0;0;;0;0;;;0;;;0
25;Lleida;2;Catalunya Central;35;Solsonès;25129;Llobera;188;157;44;84;96;61;2;2;92;94;4;33;31;1;3;13;2;0;2;0;0;0;0;0;0;;3;;0;;;0;
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43073;Llorac;91;80;23;43;56;24;1;1;54;55;2;14;22;1;2;3;0;1;8;0;0;0;0;0;;0;0;;;1;;;0
43;Tarragona;8;Penedès;12;Baix Penedès;43074;Llorenç del Penedès;2395;1870;480;945;1075;795;14;7;1054;1061;129;320;281;51;29;120;26;13;63;3;4;0;0;2;;5;2;;;2;;;4
17;Girona;3;Girona;34;Selva;17095;Lloret de Mar;39089;20123;3961;7974;9347;10776;192;81;9074;9155;2555;1559;1541;1114;493;270;638;316;428;39;16;12;10;17;5;;20;30;;;11;;
17;Girona;3;Girona;31;Ripollès;17096;Llosses, les;212;161;49;81;95;66;1;3;91;94;5;23;32;2;3;15;0;2;7;0;1;1;0;0;0;;0;0;;;0;;
8;Barcelona;2;Catalunya Central;24;Osona;08109;Lluçà;276;206;82;149;162;44;3;2;157;159;5;48;51;0;4;41;1;2;5;0;0;0;0;0;0;;;;;;;;
17;Girona;3;Girona;2;Alt Empordà;17102;Maçanet de Cabrenys;698;571;174;340;386;185;13;1;372;373;40;126;141;8;8;28;3;1;10;1;0;4;0;0;0;;0;2;;;0;;
17;Girona;3;Girona;34;Selva;17103;Maçanet de la Selva;7066;5237;1047;1820;2143;3094;28;12;2103;2115;421;472;513;187;123;166;100;54;36;7;1;7;3;4;1;;5;0;;;3;;
17;Girona;3;Girona;20;Gironès;17097;Madremanya;288;203;86;132;151;52;3;0;148;148;6;31;47;0;6;42;4;3;6;0;1;2;0;0;0;;0;0;;;0;;
17;Girona;3;Girona;19;Garrotxa;17098;Maià de Montcal;463;308;102;180;191;117;6;0;185;185;21;53;58;7;6;22;3;3;3;3;1;3;1;0;0;;0;1;;;0;;
25;Lleida;4;Lleida;33;Segrià;25133;Maials;909;669;188;334;398;271;6;3;389;392;36;89;126;12;7;24;8;11;71;0;0;2;0;1;0;;0;;2;;;0;
25;Lleida;4;Lleida;38;Urgell;25130;Maldà;227;195;65;110;125;70;0;1;124;125;11;26;51;4;1;25;0;1;5;0;0;0;0;0;0;;0;;0;;;0;
8;Barcelona;1;Barcelona;21;Maresme;08110;Malgrat de Mar;18772;13815;3085;5954;6784;7031;103;72;6609;6681;1685;1563;1277;498;390;378;328;209;181;40;10;24;17;8;1;;;;;;;;
8;Barcelona;2;Catalunya Central;24;Osona;08111;Malla;272;220;102;171;189;31;2;5;182;187;12;30;96;3;4;15;2;4;14;0;0;1;1;0;0;;;;;;;;
