﻿Codi Província;Nom Província;Codi Vegueria;Nom Vegueria;Codi Comarca;Nom Comarca;Codi Municipi;Nom Municipi;Districte;Sigles Candidatura;Nom Candidatura;Vots
25;Lleida;4;Lleida;27;Pla d'Urgell;25041;Barbens;1;IZQP;Izquierda en Positivo;0
25;Lleida;4;Lleida;27;Pla d'Urgell;25041;Barbens;1;PUM+J;Per Un Món Més Just;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;JxCat;Junts per Catalunya;55
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;ERC;Esquerra Republicana de Catalunya;50
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;27
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;PDeCAT;Partit Demòcrata Europeu Català;21
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);15
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;VOX;Vox;12
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;ECP-PEC;En Comú Podem-Podem en Comú;10
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;PP;Partit Popular;5
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;Cs;Ciutadans-Partido de la Ciudadanía;2
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;1
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;PCTC;Partit Comunista dels Treballadors de Catalunya;1
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;FNC;Front Nacional de Catalunya;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;UNIDOS SI-DEf-PDSJE-SOMOS ESPAÑA;Unidos por la Democracia + Jubilados;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;M.C.R.;Moviment Corrent Roig;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;SOM TERRES DE L'EBRE;Som Terres de l'Ebre;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;PUM+J;Per Un Món Més Just;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
43;Tarragona;6;Camp de Tarragona;16;Conca de Barberà;43021;Barberà de la Conca;1;PNC;Partit Nacionalista de Catalunya;0
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);4286
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;ERC;Esquerra Republicana de Catalunya;2258
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;VOX;Vox;1356
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;ECP-PEC;En Comú Podem-Podem en Comú;1231
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;Cs;Ciutadans-Partido de la Ciudadanía;1140
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;JxCat;Junts per Catalunya;841
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;PP;Partit Popular;507
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;484
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;PDeCAT;Partit Demòcrata Europeu Català;132
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;108
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;PCTC;Partit Comunista dels Treballadors de Catalunya;16
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;IZQP;Izquierda en Positivo;14
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;PNC;Partit Nacionalista de Catalunya;9
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;FNC;Front Nacional de Catalunya;9
8;Barcelona;1;Barcelona;40;Vallès Occidental;08252;Barberà del Vallès;1;MPIC;Moviment Primàries per la Independència de Catalunya;8
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);4867
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;ERC;Esquerra Republicana de Catalunya;3634
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;JxCat;Junts per Catalunya;3001
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;ECP-PEC;En Comú Podem-Podem en Comú;2767
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;1740
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;VOX;Vox;1200
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;Cs;Ciutadans-Partido de la Ciudadanía;1033
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;PP;Partit Popular;690
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;PDeCAT;Partit Demòcrata Europeu Català;273
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;119
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;PCTC;Partit Comunista dels Treballadors de Catalunya;40
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;MPIC;Moviment Primàries per la Independència de Catalunya;36
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;FNC;Front Nacional de Catalunya;28
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;PNC;Partit Nacionalista de Catalunya;26
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;1;IZQP;Izquierda en Positivo;23
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);23541
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;ERC;Esquerra Republicana de Catalunya;19215
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;JxCat;Junts per Catalunya;13582
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;ECP-PEC;En Comú Podem-Podem en Comú;9059
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;6079
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;VOX;Vox;6077
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;Cs;Ciutadans-Partido de la Ciudadanía;5652
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;PP;Partit Popular;3712
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;PDeCAT;Partit Demòcrata Europeu Català;1540
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;463
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;MPIC;Moviment Primàries per la Independència de Catalunya;206
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;PCTC;Partit Comunista dels Treballadors de Catalunya;154
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;FNC;Front Nacional de Catalunya;123
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;PNC;Partit Nacionalista de Catalunya;103
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;10;IZQP;Izquierda en Positivo;77
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;JxCat;Junts per Catalunya;24304
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);22233
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;ERC;Esquerra Republicana de Catalunya;20083
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;ECP-PEC;En Comú Podem-Podem en Comú;9540
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;8017
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;VOX;Vox;6211
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;Cs;Ciutadans-Partido de la Ciudadanía;5897
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;PP;Partit Popular;5006
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;PDeCAT;Partit Demòcrata Europeu Català;3745
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;376
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;MPIC;Moviment Primàries per la Independència de Catalunya;290
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;PNC;Partit Nacionalista de Catalunya;206
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;FNC;Front Nacional de Catalunya;164
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;PCTC;Partit Comunista dels Treballadors de Catalunya;120
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;2;IZQP;Izquierda en Positivo;80
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);15534
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;ERC;Esquerra Republicana de Catalunya;14327
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;JxCat;Junts per Catalunya;10481
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;ECP-PEC;En Comú Podem-Podem en Comú;6888
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;5293
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;VOX;Vox;3866
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;Cs;Ciutadans-Partido de la Ciudadanía;3560
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;PP;Partit Popular;2443
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;PDeCAT;Partit Demòcrata Europeu Català;1086
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;342
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;MPIC;Moviment Primàries per la Independència de Catalunya;152
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;FNC;Front Nacional de Catalunya;104
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;PCTC;Partit Comunista dels Treballadors de Catalunya;94
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;PNC;Partit Nacionalista de Catalunya;78
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;3;IZQP;Izquierda en Positivo;54
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;JxCat;Junts per Catalunya;8292
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);7996
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;ERC;Esquerra Republicana de Catalunya;6433
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;VOX;Vox;3414
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;PP;Partit Popular;3149
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;Cs;Ciutadans-Partido de la Ciudadanía;2990
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;ECP-PEC;En Comú Podem-Podem en Comú;2113
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;1753
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;PDeCAT;Partit Demòcrata Europeu Català;1709
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;PNC;Partit Nacionalista de Catalunya;110
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;107
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;MPIC;Moviment Primàries per la Independència de Catalunya;77
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;FNC;Front Nacional de Catalunya;42
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;PCTC;Partit Comunista dels Treballadors de Catalunya;36
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;4;IZQP;Izquierda en Positivo;20
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;JxCat;Junts per Catalunya;15281
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);13023
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;PP;Partit Popular;8178
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;VOX;Vox;7968
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;ERC;Esquerra Republicana de Catalunya;7815
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;Cs;Ciutadans-Partido de la Ciudadanía;5980
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;PDeCAT;Partit Demòcrata Europeu Català;5182
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;ECP-PEC;En Comú Podem-Podem en Comú;3151
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;2803
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;PNC;Partit Nacionalista de Catalunya;305
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;158
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;MPIC;Moviment Primàries per la Independència de Catalunya;147
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;FNC;Front Nacional de Catalunya;74
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;PCTC;Partit Comunista dels Treballadors de Catalunya;36
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;5;IZQP;Izquierda en Positivo;26
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;JxCat;Junts per Catalunya;12334
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;ERC;Esquerra Republicana de Catalunya;10970
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);9210
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;ECP-PEC;En Comú Podem-Podem en Comú;5689
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;5574
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;VOX;Vox;2285
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;Cs;Ciutadans-Partido de la Ciudadanía;2193
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;PP;Partit Popular;1739
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;PDeCAT;Partit Demòcrata Europeu Català;1596
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;209
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;MPIC;Moviment Primàries per la Independència de Catalunya;156
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;FNC;Front Nacional de Catalunya;96
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;PNC;Partit Nacionalista de Catalunya;93
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;PCTC;Partit Comunista dels Treballadors de Catalunya;57
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;6;IZQP;Izquierda en Positivo;39
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);16543
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;ERC;Esquerra Republicana de Catalunya;13520
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;JxCat;Junts per Catalunya;10285
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;ECP-PEC;En Comú Podem-Podem en Comú;6637
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;5096
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;VOX;Vox;4359
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;Cs;Ciutadans-Partido de la Ciudadanía;3659
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;PP;Partit Popular;2739
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;PDeCAT;Partit Demòcrata Europeu Català;1146
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;386
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;PCTC;Partit Comunista dels Treballadors de Catalunya;125
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;MPIC;Moviment Primàries per la Independència de Catalunya;124
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;PNC;Partit Nacionalista de Catalunya;75
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;FNC;Front Nacional de Catalunya;72
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;7;IZQP;Izquierda en Positivo;56
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);17771
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;ERC;Esquerra Republicana de Catalunya;9267
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;ECP-PEC;En Comú Podem-Podem en Comú;5293
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;VOX;Vox;5010
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;JxCat;Junts per Catalunya;4733
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;Cs;Ciutadans-Partido de la Ciudadanía;3942
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;PP;Partit Popular;2835
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;2656
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;PDeCAT;Partit Demòcrata Europeu Català;498
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;339
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;PCTC;Partit Comunista dels Treballadors de Catalunya;99
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;IZQP;Izquierda en Positivo;66
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;MPIC;Moviment Primàries per la Independència de Catalunya;63
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;PNC;Partit Nacionalista de Catalunya;52
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;8;FNC;Front Nacional de Catalunya;45
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);15666
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;ERC;Esquerra Republicana de Catalunya;13273
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;JxCat;Junts per Catalunya;8721
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;ECP-PEC;En Comú Podem-Podem en Comú;5878
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;4094
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;VOX;Vox;3890
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;Cs;Ciutadans-Partido de la Ciudadanía;3786
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;PP;Partit Popular;2386
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;PDeCAT;Partit Demòcrata Europeu Català;873
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;322
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;MPIC;Moviment Primàries per la Independència de Catalunya;104
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;PCTC;Partit Comunista dels Treballadors de Catalunya;94
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;FNC;Front Nacional de Catalunya;82
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;IZQP;Izquierda en Positivo;56
8;Barcelona;1;Barcelona;13;Barcelonès;08019;Barcelona;9;PNC;Partit Nacionalista de Catalunya;55
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;PDeCAT;Partit Demòcrata Europeu Català;56
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;ERC;Esquerra Republicana de Catalunya;34
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;JxCat;Junts per Catalunya;31
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);8
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;4
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;ECP-PEC;En Comú Podem-Podem en Comú;2
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;VOX;Vox;1
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;Cs;Ciutadans-Partido de la Ciudadanía;1
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;PP;Partit Popular;1
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;EB;Escons en Blanc;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;PUM+J;Per Un Món Més Just;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;SCAT;Suport Civil Català;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;FNC;Front Nacional de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;MPIC;Moviment Primàries per la Independència de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;PCTC;Partit Comunista dels Treballadors de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;PNC;Partit Nacionalista de Catalunya;0
25;Lleida;4;Lleida;23;Noguera;25042;Baronia de Rialb, la;1;IZQP;Izquierda en Positivo;0
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;JxCat;Junts per Catalunya;185
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;ERC;Esquerra Republicana de Catalunya;114
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;56
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;PSC;Partit dels Socialistes de Catalunya (PSC-PSOE);41
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;ECP-PEC;En Comú Podem-Podem en Comú;18
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;VOX;Vox;16
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;PDeCAT;Partit Demòcrata Europeu Català;14
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;Cs;Ciutadans-Partido de la Ciudadanía;4
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;PP;Partit Popular;3
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;UEP;Unión Europea de Pensionistas;2
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;FNC;Front Nacional de Catalunya;1
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;ALIANZA C V;Alianza por el Comercio y la Vivienda;1
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;MPIC;Moviment Primàries per la Independència de Catalunya;1
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;PCTC;Partit Comunista dels Treballadors de Catalunya;1
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;RECORTES CERO-GV-M;Recortes Cero-Grup Verd-Municipalistes;0
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;PNC;Partit Nacionalista de Catalunya;0
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;PUM+J;Per Un Món Més Just;0
17;Girona;3;Girona;2;Alt Empordà;17016;Bàscara;1;IZQP;Izquierda en Positivo;0
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25044;Bassella;1;JxCat;Junts per Catalunya;38
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25044;Bassella;1;PDeCAT;Partit Demòcrata Europeu Català;28
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25044;Bassella;1;ERC;Esquerra Republicana de Catalunya;23
25;Lleida;5;Alt Pirineu i territori d'Aran;4;Alt Urgell;25044;Bassella;1;CUP-G;Canditatura d'Unitat Popular-Un Nou Cicle per Guanyar;13
